comparison,relative_risk,rr_ci_low,rr_ci_high,odds_ratio,or_ci_low,or_ci_high
Male vs Female,1.026679976718052,0.9880145139383983,1.0668585933946106,1.0491934264597265,0.9782425819433508,1.1252902566758725
